city,date,title,subtitle,price_per_night (zl),original_price (zl),availability,total_price (zl),bed_type,star,number_of_ratings
"Gdansk, Poland",2023-10-02,Condo in Gdansk,GDANSK OGARNA STREET - OLD TOWN APARTMENT FOR RENT,248,248,Oct 30 - Nov 4,"1,236",2 beds,4.64,467
"Gdansk, Poland",2023-10-02,Room in Gdansk,Sunlit room,141,141,Oct 21 - 26,705,2 beds,4.87,130
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,Old Town Royal Blue - with balcony & fireplace,268,268,Oct 2 - 7,"1,339",2 beds,4.96,105
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,Piwna Attic,149,149,Dec 17 - 22,745,1 double bed,4.83,339
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,Studio with rooftop view,349,349,Oct 2 - 7,"1,743",1 king bed,4.9,30
"Gdansk, Poland",2023-10-02,Apartment in Gdansk, Modern Studio  Rybaki Gorne  Gdansk ,191,191,Nov 2 - 7,951,2 sofa beds,4.43,23
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,EVA Apartments -Apartament GREEN,235,458,Oct 15 - 20,"1,174",2 beds,5.0,7
"Gdansk, Poland",2023-10-02,Room in Gdansk,Sunlit room,141,141,Oct 21 - 26,705,2 beds,4.87,130
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,Old Town Royal Blue - with balcony & fireplace,268,268,Oct 2 - 7,"1,339",2 beds,4.96,105
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,Piwna Attic,149,149,Dec 17 - 22,745,1 double bed,4.83,339
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,Studio with rooftop view,349,349,Oct 2 - 7,"1,743",1 king bed,4.9,30
"Gdansk, Poland",2023-10-02,Apartment in Gdansk, Modern Studio  Rybaki Gorne  Gdansk ,191,191,Nov 2 - 7,951,2 sofa beds,4.43,23
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,EVA Apartments -Apartament GREEN,235,458,Oct 15 - 20,"1,174",2 beds,5.0,7
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,NORDBYHUS - English Grobla 110,183,183,Nov 4 - 9,913,1 double bed,4.96,28
"Gdansk, Poland",2023-10-02,Room in Gdansk,INITIUM rooms - Obroncow Wybrzeza 4D NO#2,185,185,Oct 11 - 16,923,1 double bed,4.88,32
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,Golden Apartments Gdansk&K2A,234,234,Oct 2 - 7,"1,168",2 beds,4.67,3
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,Charming MAGNOLIA APARTMENT Old Town,313,313,Oct 16 - 21,"1,561",2 beds,4.93,263
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,Happy Bay Apartment - Latorento Apartamenty,245,245,Oct 2 - 7,"1,222",3 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gdansk, Poland",2023-10-02,Apartment in Chwaszczyno,Sunny Terraces Apartment on the Lake,200,200,Oct 11 - 16,998,2 beds,4.95,205
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,Stylish apartment for 4 | Pet-friendly | Balcony,243,243,Oct 8 - 13,"1,212",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,Tri-City Apartament Jowisz,277,277,Oct 2 - 7,"1,381",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,Moya bay Apartment - Latorento Apartments,276,276,Oct 3 - 8,"1,378",3 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,Lion Apartments - Dubai Premium Romantic Studio,438,438,Oct 3 - 8,"2,186",2 beds,New,New
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,Symphony Baltica Towers - 801 Classic+ with a view,265,376,Oct 3 - 8,"1,324",2 beds,5.0,6
"Gdansk, Poland",2023-10-02,Apartment in Gdansk,"Lion Apartments - Neapol II parking, aircond",339,339,Oct 3 - 8,"1,694",2 beds,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,Sunny apartment in the heart of the city+parking,155,155,Oct 15 - 20,771,2 beds,4.86,289
"Lodz, Poland",2023-10-02,Condo in Lodz,City centre attic,147,147,Oct 8 - 13,735,2 beds,4.71,34
"Lodz, Poland",2023-10-02,Apartment in Lodz,Tiny downtown apartment,128,128,Oct 8 - 13,640,1 bed,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,New studio near Atlas Arena,137,137,Oct 8 - 13,681,1 bed,4.9,20
"Lodz, Poland",2023-10-02,Apartment in Lodz,The hidden suite at city centre townhouse,158,158,Oct 22 - 27,788,2 beds,4.94,206
"Lodz, Poland",2023-10-02,Apartment in Lodz,Photo and video Old factory view,249,297,Oct 8 - 13,"1,244",3 beds,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,apartment center,176,250,Oct 9 - 14,880,1 bed,5.0,7
"Lodz, Poland",2023-10-02,Apartment in Lodz,Unicorn Apartments - Lodz - Centrum [Dirty Lilac],168,168,Oct 15 - 20,838,2 beds,4.96,140
"Lodz, Poland",2023-10-02,Apartment in Lodz,A cozy apartment in the park,177,177,Oct 8 - 13,885,1 double bed,4.9,400
"Lodz, Poland",2023-10-02,Loft in Lodz,Sunny mezzanine loft in heart of Lodz.,212,212,Oct 2 - 7,"1,056",2 beds,4.9,113
"Lodz, Poland",2023-10-02,Apartment in Lodz,Neopolis Prime Apartment,194,236,Oct 2 - 7,970,2 sofa beds,New,New
"Lodz, Poland",2023-10-02,Place to stay in Lodz,RoyalAparts Piotrkowska 33 No.1,110,110,Oct 8 - 13,550,1 sofa bed,4.53,36
"Lodz, Poland",2023-10-02,Apartment in Lodz,An apartment with a gym and a sauna.,243,268,Oct 8 - 13,"1,215",1 bed,4.9,20
"Lodz, Poland",2023-10-02,Room in Lodz,Room in Lodz,84,84,Oct 3 - 8,417,1 bed,4.8,5
"Lodz, Poland",2023-10-02,Apartment in Lodz,Platon Prime Studio,218,266,Oct 2 - 7,"1,090",1 double bed,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,"cosy studio near Atlas Arena, Orientarium and park",124,124,Oct 22 - 27,618,1 bed,5.0,14
"Lodz, Poland",2023-10-02,Apartment in Lodz,Comfortable spacious apartment,128,128,Oct 8 - 13,640,3 beds,4.81,84
"Lodz, Poland",2023-10-02,Apartment in Lodz,Wygodny apartament Piotrkowska,191,191,Oct 3 - 8,951,2 beds,5.0,3
"Lodz, Poland",2023-10-02,Apartment in Lodz,Promised Land -Piotrkowska 37,180,180,Oct 15 - 20,900,1 double bed,4.87,67
"Lodz, Poland",2023-10-02,Apartment in Lodz,Studio next to Piotrkowska,134,134,Oct 15 - 20,669,1 bed,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,Loftowe studio pod muralem,153,153,Oct 8 - 13,763,2 beds,4.33,6
"Lodz, Poland",2023-10-02,Apartment in Lodz,Lavender Apartment,187,187,Oct 8 - 13,933,2 beds,5.0,11
"Lodz, Poland",2023-10-02,Apartment in Lodz,Unicorn Apartments Lodz Centrum [Winter Lavender],168,168,Oct 15 - 20,838,2 beds,4.88,99
"Lodz, Poland",2023-10-02,Apartment in Lodz,Polonia Palace Apartment by Rentujemy,235,278,Oct 8 - 13,"1,173",1 queen bed,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,atmospheric in the center!,209,244,Oct 2 - 7,"1,045",1 bed,4.59,17
"Lodz, Poland",2023-10-02,Apartment in Lodz,Better Apartments,219,219,Oct 15 - 20,"1,091",1 double bed,4.81,151
"Lodz, Poland",2023-10-02,Apartment in Lodz,Gdanska 72-maly pokoj dwuosobowy,176,176,Oct 8 - 13,876,1 bed,4.75,20
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,Loftowe studio 2 pod muralem,153,170,Oct 8 - 13,763,2 beds,4.0,5
"Lodz, Poland",2023-10-02,Apartment in Lodz,Warm apartment in quiet surroundings in Dabrow,124,142,Oct 10 - 15,616,1 double bed,4.95,20
"Lodz, Poland",2023-10-02,Apartment in Lodz,"Charming Studio apartment ,15 min from City Centre",153,153,Oct 14 - 19,763,1 double bed,4.97,105
"Lodz, Poland",2023-10-02,Apartment in Lodz,Charming studio with a movie,176,176,Oct 15 - 20,880,1 bed,4.7,23
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartment in the very center of the Boat with parking.,200,260,Oct 8 - 13,996,4 beds,4.98,50
"Lodz, Poland",2023-10-02,Condo in Lodz,Sloneczna klimatyzowana kawalerka-Piotrkowska 37,179,179,Oct 2 - 7,892,1 bed,4.98,43
"Lodz, Poland",2023-10-02,Room in Lodz,A room with a double sofa bed in a large apartment,111,111,Oct 25 - 30,552,1 bed,4.97,38
"Lodz, Poland",2023-10-02,Loft in Lodz,LookAp Loft White Apartment in Downtown,207,230,Oct 2 - 7,"1,031",1 bed,4.83,6
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartment na Gorniaku 2,182,182,Oct 2 - 7,910,1 bed,New,New
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,Green Townhouse,148,179,Oct 3 - 10,"1,032",2 beds,New,New
"Lodz, Poland",2023-10-02,Room in Lodz,"""Gallery of Colours""- room for 2",127,127,Oct 9 - 14,635,2 beds,4.87,38
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,Studio Wolczanska Apartments by Rentujemy,225,287,Oct 8 - 13,"1,125",2 beds,3.33,3
"Lodz, Poland",2023-10-02,Apartment in Lodz,Cozy apartment in a quiet neighborhood,180,180,Oct 3 - 8,900,2 beds,4.79,19
"Lodz, Poland",2023-10-02,Apartment in Lodz,LookAp Piotrkowska Street IV,230,230,Oct 16 - 21,"1,147",1 bed,4.5,12
"Lodz, Poland",2023-10-02,Apartment in Lodz,Cozy studio in the heart of the Baluty district,135,135,Oct 30 - Nov 4,675,1 bed,4.94,51
"Lodz, Poland",2023-10-02,Loft in Lodz,Piotrkowska strych - loft apartament centrum Lodz,153,153,Oct 8 - 13,763,2 single beds,4.5,160
"Lodz, Poland",2023-10-02,Apartment in Lodz,Cosy Studio in University District/Free Parking,177,225,Oct 10 - 15,881,2 beds,4.47,53
"Lodz, Poland",2023-10-02,Apartment in Lodz,Cozy downtown apartment,151,151,Oct 8 - 13,751,2 beds,4.81,171
"Lodz, Poland",2023-10-02,Apartment in Lodz,Piotrkowska.eu Apartament Romantica No.2,239,239,Oct 15 - 20,"1,192",1 bed,4.91,77
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,Ilumino Kilinskiego Apartment,423,513,Oct 8 - 13,"2,113",3 beds,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,Tribal boho flat near Film School and the old park,329,329,Oct 3 - 8,"1,643",1 double bed,5.0,77
"Lodz, Poland",2023-10-02,Guest suite in Lodz,White House with a garden near the Orientarium,119,119,Oct 9 - 14,593,1 double bed,4.89,94
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,Modern & Quiet Royal Apartment,270,383,Oct 2 - 7,"1,348",1 bed,5.0,6
"Lodz, Poland",2023-10-02,Apartment in Lodz,Dreaming of Lodz,128,128,Oct 8 - 13,640,3 beds,4.72,50
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,LookAp Polonia Residence II,182,182,Oct 9 - 14,909,1 bed,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,Design Suite--hip area-- faculty of Law Infosys ASP,150,150,Oct 15 - 20,749,2 beds,4.92,86
"Lodz, Poland",2023-10-02,Apartment in Lodz,City Mood Apartments / Ilumino / Apartment A,257,257,Oct 2 - 7,"1,283",1 double bed,4.8,5
"Lodz, Poland",2023-10-02,Apartment in Lodz,"Cozy, sunny apartment Lodz Radogoszcz.",247,247,Oct 2 - 7,"1,232",2 beds,4.89,36
"Lodz, Poland",2023-10-02,Apartment in Lodz,Luxury suite on Wroblewskiego 21K FV,267,334,Oct 3 - 8,"1,335",2 beds,5.0,6
"Lodz, Poland",2023-10-02,Apartment in Lodz,Lovely apartment in the heart of a Boat,253,253,Oct 8 - 13,"1,262",2 beds,4.84,74
"Lodz, Poland",2023-10-02,Apartment in Lodz,Health Park Apartment Underground Parking,271,271,Oct 6 - 11,"1,354",1 double bed,5.0,39
"Lodz, Poland",2023-10-02,Apartment in Lodz,Cozy flat in the heart of the Boat * Movie The Hills,243,243,Oct 4 - 9,"1,215",2 beds,4.93,14
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,Studio Pomorska,153,153,Oct 8 - 13,763,2 sofa beds,4.78,32
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,Piotrkowska Attic Apartment - amazing spot in Lodz,171,171,Oct 29 - Nov 3,851,1 double bed,4.85,141
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,Solier Apartments City Center,256,256,Oct 20 - 25,"1,279",2 double beds,4.98,175
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,Black and White Apartament,247,247,Oct 3 - 8,"1,232",1 double bed,4.92,126
"Lodz, Poland",2023-10-02,Apartment in Lodz,Book Apart Fabryczna Studio Single,165,165,Oct 8 - 13,822,1 bed,4.7,47
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,City Center-Dowborczykow 20 (p3),152,186,Oct 7 - 12,759,1 bed,New,New
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,DeLux5- apartment center ***,155,155,Oct 8 - 13,775,1 bed,4.63,71
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,Premium studio station and  Piotrkowska right next door,222,260,Oct 4 - 9,"1,107",2 beds,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,Unicorn Apartments - Lodz Centrum [Sintra Yellow],168,168,Oct 15 - 20,838,2 beds,4.94,157
"Lodz, Poland",2023-10-02,Apartment in Lodz,ECRU Luxurious City Center Studio near Piotrkowska,217,292,Oct 8 - 13,"1,084",2 beds,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,Centrum Better Apartments,191,191,Dec 30 - Jan 4,953,2 beds,4.69,136
"Lodz, Poland",2023-10-02,Apartment in Lodz,Charming safe apartment parking,312,374,Oct 3 - 8,"1,556",2 beds,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,Brick Apartment,309,309,Oct 3 - 8,"1,543",2 beds,5.0,9
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartment in the city center,216,216,Oct 16 - 21,"1,080",2 beds,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,Gdanska 72-Pokoj standard,172,172,Oct 8 - 13,860,1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartments LookAp Fuzja III,201,201,Oct 14 - 19,"1,003",2 beds,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,Studio apartment in downtown 2,164,164,Oct 8 - 13,816,1 bed,4.75,8
"Lodz, Poland",2023-10-02,Loft in Lodz,Home Factory Loft IV,329,329,Oct 8 - 13,"1,643",2 beds,4.93,60
"Lodz, Poland",2023-10-02,Apartment in Lodz,Modern apartment on Drewnowska Street FV,249,311,Oct 2 - 7,"1,241",2 beds,4.4,5
"Lodz, Poland",2023-10-02,Loft in Lodz,Your Aparts - Scheibler's lofts,235,235,Oct 15 - 20,"1,174",2 beds,4.67,21
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartment BEIER - new city center of Lodz,166,166,Oct 15 - 20,827,1 bed,4.88,101
"Lodz, Poland",2023-10-02,Condo in Lodz,The Glorious Lodz flat,226,226,Oct 15 - 20,"1,127",3 beds,4.76,76
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartment with beautiful view,233,291,Oct 2 - 7,"1,163",2 beds,4.8,5
"Lodz, Poland",2023-10-02,Place to stay in Srodmiescie,RoyalAparts Piotrkowska 33 No. 3,110,110,Oct 8 - 13,550,1 sofa bed,4.39,38
"Lodz, Poland",2023-10-02,Apartment in Lodz,Promised Land 2 -Piotrkowska 37,180,180,Nov 5 - 10,900,1 double bed,4.89,28
"Lodz, Poland",2023-10-02,Apartment in Lodz,DeLux6 - Center Apartment ***,183,183,Oct 8 - 13,915,1 double bed,4.7,123
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartment at Drewnowska 49A FV,249,311,Oct 2 - 7,"1,241",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-02,Apartment in Lodz,Prestige | Balcony | Parking | Near Manufaktura,261,261,Oct 2 - 7,"1,301",2 beds,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,Studio 110,176,176,Oct 4 - 9,880,1 sofa bed,4.82,33
"Lodz, Poland",2023-10-02,Apartment in Lodz,Home Factory Loft,252,252,Oct 2 - 7,"1,256",1 double bed,4.81,91
"Lodz, Poland",2023-10-02,Apartment in Lodz,Kilinskiego 33 Street I,182,182,Oct 16 - 21,909,2 beds,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,Zen in the heart of the city,376,376,Oct 8 - 13,"1,878",1 double bed,5.0,4
"Lodz, Poland",2023-10-02,Room in Lodz,"""Gallery of Colours""- family room",127,127,Oct 3 - 8,635,1 double bed,4.68,19
"Lodz, Poland",2023-10-02,Condo in Lodz,Top floor apartment w/ parking by Manufaktura 46m2,341,341,Oct 6 - 11,"1,702",2 beds,5.0,28
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,Apartament z balkonem,247,247,Oct 8 - 13,"1,232",1 king bed,4.89,104
"Lodz, Poland",2023-10-02,Place to stay in Lodz,"RoyalAparts Piotrkowska 116 No.5 ""London""",131,131,Oct 15 - 20,655,1 sofa bed,4.5,34
"Lodz, Poland",2023-10-02,Apartment in Lodz,Cozy 55m2 in Julianow,180,200,Oct 16 - 21,900,2 beds,5.0,18
"Lodz, Poland",2023-10-02,Apartment in Lodz,Cozy and tasteful apartment with bathroom. Boat,188,188,Oct 3 - 8,939,1 double bed,4.72,88
"Lodz, Poland",2023-10-02,Apartment in Lodz,Drukarnia Apartments nr.13,269,335,Oct 15 - 20,"1,344",2 double beds,4.56,122
"Lodz, Poland",2023-10-02,Apartment in Lodz,Comfortable downtown apartment with parking,263,263,Oct 7 - 12,"1,314",1 bed,5.0,14
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,Lodz Center Comfort Apartments by Rentujemy,236,290,Oct 8 - 13,"1,179",1 bed,4.75,4
"Lodz, Poland",2023-10-02,Room in Lodz,friendly home,138,138,Oct 2 - 7,687,1 bed,4.88,24
"Lodz, Poland",2023-10-02,Apartment in Lodz,Budzetowa studio beautiful view,180,180,Oct 3 - 8,898,2 beds,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartment LookAp Primo V,243,243,Oct 4 - 9,"1,215",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-02,Apartment in Lodz,Petite Pause - apartament w centrum,326,326,Oct 2 - 7,"1,626",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-02,Condo in Lodz,Lovely cosy 1-bedroom flat in the heart of Lodz,154,154,Oct 30 - Nov 4,769,1 bed,4.76,37
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartment in the city center,202,202,Oct 8 - 13,"1,009",2 beds,4.33,3
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,Apartment with bedroom,257,257,Oct 3 - 8,"1,285",1 double bed,4.78,100
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartment in Gorniak,187,187,Oct 3 - 8,933,1 bed,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,Poster Studio in heart of Lodz w/lovely courtyard,199,199,Oct 5 - 10,995,2 beds,4.9,114
"Lodz, Poland",2023-10-02,Apartment in Lodz,DarkHouse,294,365,Oct 8 - 13,"1,467",3 double beds,4.5,40
"Lodz, Poland",2023-10-02,Apartment in Lodz,Lodz LOFT  Industrial Apartment EC1,141,155,Oct 22 - 27,700,1 sofa bed,4.67,117
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartament LookAp Loft Green Scheiblera w centrum,179,179,Oct 15 - 20,895,2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-02,Hotel in Lodz,"Silver Apartment - Apartament nr 2 - 22,5 m2",286,286,Oct 3 - 8,"1,429",2 beds,4.9,10
"Lodz, Poland",2023-10-02,Apartment in Lodz,Spacious suite with space in garage for free!,197,247,Oct 22 - 27,985,3 beds,4.94,53
"Lodz, Poland",2023-10-02,Condo in Lodz,Primo Apartments Tramwajowa 17B #,171,171,Oct 2 - 7,851,1 double bed,4.68,19
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartament Danusia,232,232,Oct 2 - 7,"1,156",1 bed,5.0,10
"Lodz, Poland",2023-10-02,Condo in Lodz,Luxury in City (2) Bright-Secure&Parking,285,325,Oct 8 - 13,"1,421",3 beds,4.63,48
"Lodz, Poland",2023-10-02,Place to stay in Lodz,RoyalAparts Piotrkowska 33 No.4,110,110,Oct 8 - 13,550,1 sofa bed,3.9,10
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,Micro suite center,131,131,Oct 10 - 15,651,1 bed,4.87,15
"Lodz, Poland",2023-10-02,Apartment in Lodz,Orientarium Apartments by Rentujemy,331,391,Oct 13 - 18,"1,652",2 beds,New,New
"Lodz, Poland",2023-10-02,Condo in Lodz,1-BR Luxury Apartment near Ksiezy Mlyn,365,365,Oct 8 - 13,"1,825",2 beds,4.9,10
"Lodz, Poland",2023-10-02,Apartment in Lodz,Bauhaus apartment,158,158,Nov 5 - 10,786,1 double bed,4.78,123
"Lodz, Poland",2023-10-02,Apartment in Lodz,Drukarnia Apartments nr.11,171,194,Oct 8 - 13,851,1 double bed,4.25,22
"Lodz, Poland",2023-10-02,Apartment in Lodz,Golden Tobaco,244,244,Nov 5 - 10,"1,217",2 beds,5.0,6
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartamenty LookAp Diasfera I centrum orientarium,179,179,Oct 8 - 13,895,1 bed,4.67,6
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartament LookAp Central P.IV Light Move Festival,179,179,Oct 15 - 20,895,1 bed,4.33,9
"Lodz, Poland",2023-10-02,Loft in Lodz,Lovely apartment in magical location,188,251,Oct 15 - 20,939,2 beds,4.93,57
"Lodz, Poland",2023-10-02,Apartment in Lodz,LookAp Polonia Residence III,165,165,Oct 15 - 20,823,1 double bed,New,New
"Lodz, Poland",2023-10-02,Room in Lodz,"Maritime 40, close to the center",165,165,Oct 7 - 12,822,1 double bed,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,City Center-Dowborczykow 20 (p2),178,178,Oct 6 - 11,890,1 bed,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartament Luna (free parking),310,310,Oct 16 - 21,"1,549",1 double bed,5.0,12
"Lodz, Poland",2023-10-02,Condo in Lodz,Przytulna kawalerka Maria,180,180,Oct 7 - 12,898,1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-02,Apartment in Lodz,Fuzja Point,275,275,Oct 2 - 7,"1,375",2 beds,5.0,5
"Lodz, Poland",2023-10-02,Condo in Lodz,Boat Center - Off Petrkovska,275,449,Oct 2 - 7,"1,371",2 beds,4.8,20
"Lodz, Poland",2023-10-02,Apartment in Srodmiescie,Ksiazecy Azyl na Piotrkowskiej 37,462,506,Oct 3 - 8,"2,307",3 beds,4.76,21
"Lodz, Poland",2023-10-02,Apartment in Lodz,"Wici 2 Apartments Teofilow ""Wodny Raj""",192,192,Oct 6 - 11,957,1 double bed,5.0,39
"Lodz, Poland",2023-10-02,Apartment in Lodz,"Spacious, but cosy apartment in the heart of Lodz",246,246,Oct 30 - Nov 4,"1,229",3 beds,4.97,176
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartment 57,188,188,Oct 3 - 8,939,1 bed,4.72,18
"Lodz, Poland",2023-10-02,Apartment in Lodz,Modern&Cosy&Orientarium,319,319,Oct 2 - 7,"1,594",2 double beds,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,Piotrkowska.eu Apartament CHILLOUT z 1 sypialnia,232,232,Oct 16 - 21,"1,158",1 double bed,4.88,33
"Lodz, Poland",2023-10-02,Apartment in Lodz,"Experience the real Lodz, in comfort!",165,165,Oct 7 - 12,822,1 bed,4.7,27
"Lodz, Poland",2023-10-02,Condo in Lodz,Park Studio Orientarium Zoo&Fala,247,375,Oct 17 - 22,"1,235",2 beds,4.75,8
"Lodz, Poland",2023-10-02,Apartment in Lodz,White apartment center,693,693,Oct 3 - 8,"3,462",2 beds,4.57,23
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartment 77,222,222,Oct 3 - 8,"1,109",2 beds,New,New
"Lodz, Poland",2023-10-02,Condo in Lodz,Cozy studio by Manufaktura 28m2,283,283,Oct 8 - 13,"1,414",2 beds,5.0,14
"Lodz, Poland",2023-10-02,Apartment in Lodz,Studio Mini Pomorska,155,155,Oct 15 - 20,775,1 bed,4.86,14
"Lodz, Poland",2023-10-02,Apartment in Lodz,Modern apartment for 2 people in the center of Lodz,200,200,Oct 8 - 13,998,1 bed,4.8,49
"Lodz, Poland",2023-10-02,Apartment in Lodz,City Center-Dowborczykow 20 (p4),126,126,Oct 15 - 20,628,1 bed,New,New
"Lodz, Poland",2023-10-02,Loft in Lodz,"Centrum - apartament ,,No. 14""",398,398,Oct 3 - 8,"1,989",1 double bed,5.0,43
"Lodz, Poland",2023-10-02,Apartment in Lodz,charming and calm studio,112,112,Oct 16 - 21,556,2 beds,4.86,92
"Lodz, Poland",2023-10-02,Apartment in Lodz,Comfortable and stylish apartment near Wroblewski FV,215,269,Oct 3 - 8,"1,074",2 beds,4.0,7
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartment near Manufaktura,200,200,Oct 3 - 8,996,2 beds,4.78,9
"Lodz, Poland",2023-10-02,Room in Lodz,ViPol Apartamenty Kolorowe,148,148,Oct 8 - 13,739,2 beds,5.0,3
"Lodz, Poland",2023-10-02,Apartment in Lodz,Tenement Studio | near the Film School | Lodz,248,248,Oct 2 - 7,"1,239",2 beds,New,New
"Lodz, Poland",2023-10-02,Apartment in Lodz,90m2 / Piotrkowska 71 / free parking / 2 bikes,587,587,Oct 18 - 23,"2,934",2 beds,4.97,65
"Lodz, Poland",2023-10-02,Condo in Lodz,Elegant apartment,188,188,Oct 20 - 25,939,1 double bed,4.92,24
"Lodz, Poland",2023-10-02,"Apartment in Lodz, wojewodztwo lodzkie, PL",Drukarnia Apartments nr.10,171,204,Oct 8 - 13,851,1 double bed,4.29,17
"Lodz, Poland",2023-10-02,Hotel in Lodz,Silver Apartment - Apartament nr 3 - 22 m2,280,280,Oct 3 - 8,"1,400",2 beds,4.82,11
"Lodz, Poland",2023-10-02,Apartment in Lodz,Comfortable & Spacious Lodz City Center Apartment,241,241,Oct 22 - 27,"1,203",2 double beds,4.88,178
"Lodz, Poland",2023-10-02,Room in Lodz,Friendly home,138,138,Oct 2 - 7,687,2 double beds,4.9,21
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartament Typu Studio,248,248,Oct 3 - 8,"1,238",1 double bed,4.9,80
"Lodz, Poland",2023-10-02,Apartment in Lodz,Lodz Green Scenery Apartments by Rentujemy,320,320,Nov 6 - 11,"1,598",2 beds,4.88,8
"Lodz, Poland",2023-10-02,Apartment in Lodz,Apartment in Lodz Center  170m2 + Parking + WiFi,326,326,Oct 8 - 13,"1,629",8 beds,4.89,265
