city,date,title,subtitle,price_per_night (zl),original_price (zl),availability,total_price (zl),bed_type,star,number_of_ratings
"Lodz, Poland",2023-10-03,Apartment in Lodz,Spacious suite with space in garage for free!,197,247,Oct 22 - 27,985,3 beds,4.94,53
"Lodz, Poland",2023-10-03,Apartment in Lodz,Design Suite--hip area-- faculty of Law Infosys ASP,155,155,Oct 15 - 20,772,2 beds,4.92,86
"Lodz, Poland",2023-10-03,Apartment in Lodz,Comfortable downtown apartment with parking,263,263,Oct 7 - 12,"1,314",1 bed,5.0,14
"Lodz, Poland",2023-10-03,Apartment in Lodz,LookAp Piotrkowska Street IV,230,230,Oct 16 - 21,"1,147",1 bed,4.5,12
"Lodz, Poland",2023-10-03,Apartment in Lodz,Poster Studio in heart of Lodz w/lovely courtyard,198,198,Oct 5 - 10,988,2 beds,4.9,114
"Lodz, Poland",2023-10-03,Room in Lodz,friendly home,138,138,Oct 3 - 8,687,2 beds,4.88,24
"Lodz, Poland",2023-10-03,Apartment in Lodz,Manufaktura Business Apartments by Rentujemy,300,400,Oct 3 - 8,"1,499",1 bed,4.75,4
"Lodz, Poland",2023-10-03,Apartment in Lodz,Drukarnia Apartments nr.11,171,194,Oct 8 - 13,851,1 double bed,4.25,22
"Lodz, Poland",2023-10-03,Apartment in Lodz,Health Park Apartment Underground Parking,271,271,Oct 6 - 11,"1,354",1 double bed,5.0,39
"Lodz, Poland",2023-10-03,Room in Lodz,"""Gallery of Colours""- room for 2",127,127,Oct 9 - 14,634,1 double bed,4.87,38
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartment in Gorniak,187,187,Oct 4 - 9,933,1 bed,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,"Experience the real Lodz, in comfort!",165,165,Oct 15 - 20,822,1 bed,4.7,27
"Lodz, Poland",2023-10-03,Apartment in Lodz,DeLux6 - Center Apartment ***,183,183,Oct 8 - 13,915,1 double bed,4.7,123
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartament z balkonem,247,247,Oct 8 - 13,"1,232",1 king bed,4.89,104
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartment near Manufaktura,200,200,Oct 3 - 8,996,2 beds,4.78,9
"Lodz, Poland",2023-10-03,Condo in Lodz,Top floor apartment w/ parking by Manufaktura 46m2,341,341,Oct 6 - 11,"1,702",2 beds,5.0,28
"Lodz, Poland",2023-10-03,Place to stay in Lodz,RoyalAparts Piotrkowska 33 No.1,110,110,Oct 8 - 13,550,1 sofa bed,4.54,37
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartment LookAp Primo V,237,237,Oct 4 - 9,"1,183",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-03,"Apartment in Lodz, wojewodztwo lodzkie, PL",Drukarnia Apartments nr.10,171,205,Oct 8 - 13,851,1 double bed,4.33,18
"Lodz, Poland",2023-10-03,Apartment in Lodz,City Center-Dowborczykow 20 (p4),126,126,Oct 15 - 20,628,1 bed,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,City Mood Apartments / Ilumino / Apartment A,265,265,Oct 8 - 13,"1,325",1 double bed,4.8,5
"Lodz, Poland",2023-10-03,Apartment in Lodz,Cozy flat in the heart of the Boat * Movie The Hills,243,243,Oct 4 - 9,"1,215",2 beds,4.93,14
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartment with beautiful view,228,285,Oct 3 - 8,"1,138",2 beds,4.8,5
"Lodz, Poland",2023-10-03,Apartment in Lodz,Studio apartment in downtown 2,164,164,Oct 8 - 13,816,1 bed,4.75,8
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartment in Lodz Center  170m2 + Parking + WiFi,325,325,Oct 8 - 13,"1,625",8 beds,4.89,265
"Lodz, Poland",2023-10-03,Apartment in Lodz,Bright apartment on 6 Sierpnia 37,178,223,Oct 5 - 10,889,2 beds,4.75,4
"Lodz, Poland",2023-10-03,Apartment in Lodz,Great apartment),180,180,Oct 8 - 13,900,1 double bed,4.56,25
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartment in the city center,216,216,Oct 16 - 21,"1,080",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-03,Apartment in Lodz,Tribal boho flat near Film School and the old park,329,329,Oct 16 - 21,"1,643",1 double bed,5.0,78
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartment BEIER - new city center of Lodz,166,166,Oct 15 - 20,827,1 bed,4.88,101
"Lodz, Poland",2023-10-03,Apartment in Lodz,Drukarnia Apartments nr.13,269,336,Oct 15 - 20,"1,344",2 double beds,4.56,122
"Lodz, Poland",2023-10-03,Apartment in Lodz,Black and White Apartament,235,235,Oct 8 - 13,"1,174",1 double bed,4.92,126
"Lodz, Poland",2023-10-03,Apartment in Lodz,Prestige | Balcony | Parking | Near Manufaktura,280,280,Oct 3 - 8,"1,399",2 beds,New,New
"Lodz, Poland",2023-10-03,Condo in Lodz,The Glorious Lodz flat,226,226,Oct 15 - 20,"1,127",3 beds,4.76,76
"Lodz, Poland",2023-10-03,Loft in Lodz,Home Factory Loft IV,329,329,Oct 8 - 13,"1,643",2 beds,4.93,60
"Lodz, Poland",2023-10-03,Apartment in Lodz,Studio Wolczanska Apartments by Rentujemy,225,278,Oct 8 - 13,"1,125",2 beds,3.33,3
"Lodz, Poland",2023-10-03,Apartment in Lodz,Piotrkowska.eu Apartament Romantica No.2,239,239,Oct 15 - 20,"1,192",1 bed,4.91,77
"Lodz, Poland",2023-10-03,Apartment in Lodz,"Wici 2 Apartments Teofilow ""Wodny Raj""",192,192,Oct 6 - 11,957,1 double bed,5.0,39
"Lodz, Poland",2023-10-03,Apartment in Lodz,Studio 110,176,176,Oct 5 - 10,880,1 sofa bed,4.82,33
"Lodz, Poland",2023-10-03,Condo in Lodz,Luxury in City (2) Bright-Secure&Parking,285,326,Oct 8 - 13,"1,421",3 beds,4.63,48
"Lodz, Poland",2023-10-03,Apartment in Lodz,Budzetowa studio beautiful view,180,180,Oct 4 - 9,898,2 beds,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,Charming safe apartment parking,233,279,Oct 8 - 13,"1,162",2 beds,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartments LookAp Fuzja III,201,201,Oct 14 - 19,"1,003",2 beds,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartment with bedroom,253,253,Oct 3 - 8,"1,262",1 double bed,4.78,100
"Lodz, Poland",2023-10-03,Apartment in Lodz,LookAp Polonia Residence III,165,165,Oct 15 - 20,823,1 double bed,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,Drukarnia Apartments nr.24,171,194,Oct 8 - 13,851,1 sofa bed,4.25,4
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartment in the city center,202,202,Oct 8 - 13,"1,009",2 beds,4.33,3
"Lodz, Poland",2023-10-03,Apartment in Lodz,Premium studio station and  Piotrkowska right next door,242,242,Oct 15 - 20,"1,209",2 beds,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,Cozy downtown apartment,151,151,Oct 8 - 13,751,2 beds,4.81,171
"Lodz, Poland",2023-10-03,Condo in Lodz,Cozy studio by Manufaktura 28m2,283,283,Oct 8 - 13,"1,414",2 beds,5.0,14
"Lodz, Poland",2023-10-03,Apartment in Lodz,A cozy flat near Piotrkowska Street,188,188,Oct 8 - 13,939,4 single beds,4.73,74
"Lodz, Poland",2023-10-03,Apartment in Lodz,DeLux12 - apartament Centrum * * *,189,189,Oct 8 - 13,945,2 beds,4.54,13
"Lodz, Poland",2023-10-03,Apartment in Lodz,Lodz Center Comfort Apartments by Rentujemy,236,280,Oct 8 - 13,"1,179",1 bed,4.75,4
"Lodz, Poland",2023-10-03,Apartment in Lodz,Unique apartment with garage by Manufaktura,367,367,Oct 22 - 27,"1,831",2 beds,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,Cozy 55m2 in Julianow,180,200,Nov 26 - Dec 1,900,2 beds,5.0,18
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartament Typu Studio,248,248,Oct 3 - 8,"1,238",1 double bed,4.9,80
"Lodz, Poland",2023-10-03,Hotel in Lodz,"Silver Apartment - Apartament nr 2 - 22,5 m2",297,297,Oct 4 - 9,"1,482",2 beds,4.9,10
"Lodz, Poland",2023-10-03,Loft in Lodz,Lovely apartment in magical location,188,251,Oct 15 - 20,939,2 beds,4.93,57
"Lodz, Poland",2023-10-03,Apartment in Lodz,ECRU Luxurious City Center Studio near Piotrkowska,213,293,Oct 8 - 13,"1,065",2 beds,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartament Luna (free parking),310,310,Oct 16 - 21,"1,549",1 double bed,5.0,12
"Lodz, Poland",2023-10-03,Apartment in Lodz,"""Winter's Tale"" apartment: Sierpnia",168,209,Oct 7 - 12,836,2 beds,4.0,6
"Lodz, Poland",2023-10-03,Apartment in Lodz,90m2 / Piotrkowska 71 / free parking / 2 bikes,587,587,Oct 18 - 23,"2,934",2 beds,4.97,65
"Lodz, Poland",2023-10-03,Condo in Lodz,1-BR Luxury Apartment near Ksiezy Mlyn,365,365,Oct 8 - 13,"1,825",2 beds,4.9,10
"Lodz, Poland",2023-10-03,Apartment in Lodz,Rent-Apart 2-bedroom apartment,336,336,Oct 3 - 8,"1,678",5 beds,4.88,24
"Lodz, Poland",2023-10-03,Room in Lodz,"Maritime 40, close to the center",165,165,Oct 7 - 12,822,5 beds,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartment 77,222,222,Oct 4 - 9,"1,109",5 beds,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,DarkHouse,294,365,Oct 8 - 13,"1,467",3 double beds,4.5,40
"Lodz, Poland",2023-10-03,Apartment in Lodz,City Center-Dowborczykow 20 (p2),176,176,Oct 6 - 11,879,1 bed,New,New
"Lodz, Poland",2023-10-03,Place to stay in Lodz,RoyalAparts Piotrkowska 33 No. 3,110,110,Oct 8 - 13,550,1 sofa bed,4.39,38
"Lodz, Poland",2023-10-03,Apartment in Lodz,Cozy studio in the heart of the Baluty district,135,135,Oct 30 - Nov 4,675,1 sofa bed,4.94,51
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartament Danusia,232,232,Oct 3 - 8,"1,156",1 bed,5.0,10
"Lodz, Poland",2023-10-03,Apartment in Lodz,Cozy and tasteful apartment with bathroom. Boat,188,188,Oct 3 - 8,939,1 double bed,4.72,88
"Lodz, Poland",2023-10-03,Apartment in Lodz,Promised Land 2 -Piotrkowska 37,180,180,Nov 5 - 10,900,1 double bed,4.89,28
"Lodz, Poland",2023-10-03,Apartment in Lodz,Kvartira na Wroblewskiego 21,202,253,Oct 3 - 8,"1,009",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-03,Apartment in Lodz,Designerski apartament Piotrkowska parking klima,340,372,Oct 6 - 11,"1,695",2 beds,5.0,9
"Lodz, Poland",2023-10-03,Apartment in Lodz,Cosy&Bright TeofilowDistrict,239,300,Oct 4 - 9,"1,195",1 double bed,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,Comfortable apartament in Lodz FV,202,253,Oct 3 - 8,"1,010",2 beds,4.2,5
"Lodz, Poland",2023-10-03,Apartment in Lodz,Ksiazecy Azyl na Piotrkowskiej 37,462,506,Oct 4 - 9,"2,307",3 beds,4.76,21
"Lodz, Poland",2023-10-03,Condo in Lodz,Przytulna kawalerka Maria,180,180,Oct 7 - 12,898,1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartament LookAp Central P.IV Light Move Festival,179,179,Oct 15 - 20,895,1 bed,4.33,9
"Lodz, Poland",2023-10-03,Apartment in Lodz,Targova,244,244,Oct 4 - 9,"1,219",1 bed,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartament Piotrkowska 44 unikalny design,312,359,Oct 6 - 11,"1,560",1 bed,5.0,15
"Lodz, Poland",2023-10-03,Aparthotel in Lodz,Atmospheric room in the city center,165,165,Oct 8 - 13,822,1 double bed,4.46,35
"Lodz, Poland",2023-10-03,Apartment in Lodz,Modern apartment for 2 people in the center of Lodz,200,200,Oct 8 - 13,998,1 double bed,4.8,49
"Lodz, Poland",2023-10-03,Apartment in Lodz,P-122 Piotrkowska Apartment.,"1,092","1,092",Oct 5 - 10,"5,457",6 beds,New,New
"Lodz, Poland",2023-10-03,Room in Lodz,Friendly home,138,138,Oct 3 - 8,687,6 beds,4.9,21
"Lodz, Poland",2023-10-03,Apartment in Lodz,"Spacious, but cosy apartment in the heart of Lodz",246,246,Oct 30 - Nov 4,"1,229",3 beds,4.97,176
"Lodz, Poland",2023-10-03,Apartment in Lodz,Kilinskiego 33 Street I,182,182,Oct 16 - 21,909,2 beds,New,New
"Lodz, Poland",2023-10-03,Hotel in Lodz,Silver Apartment - Apartament nr 3 - 22 m2,284,284,Oct 7 - 12,"1,420",2 beds,4.82,11
"Lodz, Poland",2023-10-03,Apartment in Lodz,Lodz LOFT  Industrial Apartment EC1,141,155,Oct 22 - 27,700,1 sofa bed,4.67,117
"Lodz, Poland",2023-10-03,Apartment in Lodz,Stylish and spacious studio FV,228,285,Oct 3 - 8,"1,138",2 beds,3.75,4
"Lodz, Poland",2023-10-03,Condo in Lodz,Lovely cosy 1-bedroom flat in the heart of Lodz,154,154,Oct 30 - Nov 4,769,1 bed,4.76,37
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartament LookAp Loft Green Scheiblera w centrum,179,179,Oct 15 - 20,895,2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-03,Condo in Lodz,Boat Center - Off Petrkovska,314,450,Oct 3 - 8,"1,568",2 beds,4.8,20
"Lodz, Poland",2023-10-03,Apartment in Lodz,Luxury suite on Wroblewskiego 21K FV,248,310,Oct 5 - 10,"1,240",2 beds,5.0,6
"Lodz, Poland",2023-10-03,Apartment in Lodz,Modern Studio | Balcony | at Manufaktura Lodz,225,225,Oct 8 - 13,"1,122",1 sofa bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-03,Guest suite in Lodz,BoatCityAparts Poznanska20 apart 5,171,171,Oct 8 - 13,855,1 bed,4.92,13
"Lodz, Poland",2023-10-03,Apartment in Lodz,Zen in the heart of the city,376,376,Oct 8 - 13,"1,878",1 double bed,5.0,4
"Lodz, Poland",2023-10-03,Apartment in Lodz,Cozy Apartment in the heart of the city,148,148,Dec 21 - 26,736,2 beds,4.89,421
"Lodz, Poland",2023-10-03,Hotel in Lodz,"Silver Apartment - Apartament nr 1 - 23,5 m2",317,317,Oct 4 - 9,"1,582",2 beds,5.0,10
"Lodz, Poland",2023-10-03,Apartment in Lodz,Quiet apartment in the center:Sierpnia,158,198,Oct 5 - 10,790,2 beds,4.13,8
"Lodz, Poland",2023-10-03,Apartment in Lodz,DeLux11 - apartament *** / parking,236,236,Oct 5 - 10,"1,180",1 double bed,4.57,23
"Lodz, Poland",2023-10-03,Guest suite in Lodz,DeLux1 - Close to Downtown,151,151,Oct 22 - 27,751,1 double bed,4.8,108
"Lodz, Poland",2023-10-03,Apartment in Lodz,Quiet stylish apartment: Piotrkowska,176,220,Oct 7 - 12,878,2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-03,Loft in Lodz,Your Aparts - Scheibler's lofts,235,235,Oct 15 - 20,"1,174",2 beds,4.67,21
"Lodz, Poland",2023-10-03,Apartment in Lodz,Book Apart Fabryczna Studio Single,165,165,Oct 8 - 13,822,1 bed,4.7,47
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartment with garden on Wroblewskiego FV,213,266,Oct 3 - 8,"1,062",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-03,Apartment in Lodz,City Center - Andrzeja Struga 46,137,137,Oct 8 - 13,681,1 sofa bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartament LookAp Gdanska Street orientarium zoo,195,195,Oct 8 - 13,975,1 double bed,4.75,4
"Lodz, Poland",2023-10-03,Aparthotel in Lodz,Apartment Trio,200,200,Oct 8 - 13,998,3 single beds,4.43,38
"Lodz, Poland",2023-10-03,Apartment in Lodz,Home Factory Loft,252,252,Oct 23 - 28,"1,256",1 double bed,4.81,91
"Lodz, Poland",2023-10-03,Apartment in Lodz,Comfortable 2 bedroom apartment Lodz Fabryczna,308,308,Oct 3 - 8,"1,536",2 beds,4.77,53
"Lodz, Poland",2023-10-03,Apartment in Lodz,Wolczan Apartment,367,367,Oct 3 - 8,"1,831",1 bed,4.94,16
"Lodz, Poland",2023-10-03,Apartment in Lodz,Orientarium Apartments by Rentujemy,341,389,Oct 13 - 18,"1,701",2 beds,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartment 57,188,188,Oct 4 - 9,939,1 bed,4.72,18
"Lodz, Poland",2023-10-03,Place to stay in Lodz,"RoyalAparts Piotrkowska 116 No.5 ""London""",131,131,Oct 15 - 20,655,1 sofa bed,4.5,34
"Lodz, Poland",2023-10-03,Apartment in Lodz,White apartment center,693,693,Oct 4 - 9,"3,462",2 beds,4.57,23
"Lodz, Poland",2023-10-03,Apartment in Lodz,Golden Tobaco,244,244,Nov 5 - 10,"1,217",2 beds,5.0,6
"Lodz, Poland",2023-10-03,Apartment in Lodz,charming and calm studio,112,112,Oct 16 - 21,556,2 beds,4.86,92
"Lodz, Poland",2023-10-03,Condo in Lodz,Park Studio Orientarium Zoo&Fala,247,376,Oct 17 - 22,"1,235",2 beds,4.75,8
"Lodz, Poland",2023-10-03,Home in Lodz,House 15 minutes from A2 and close to Manufaktura Lodz,247,247,Nov 15 - 20,"1,232",6 beds,4.93,84
"Lodz, Poland",2023-10-03,Apartment in Lodz,Gdanska 72-Pokoj standard,172,172,Oct 15 - 20,860,1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-03,Apartment in Lodz,Drukarnia Apartments nr.22,175,195,Oct 8 - 13,874,1 sofa bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-03,Apartment in Lodz,Cozy studio,247,247,Oct 15 - 20,"1,232",2 beds,4.95,44
"Lodz, Poland",2023-10-03,Loft in Lodz,Apartment in  19th century townhouse,248,275,Oct 10 - 15,"1,238",1 double bed,4.95,56
"Lodz, Poland",2023-10-03,Apartment in Lodz,Sunny green apartment,470,470,Oct 4 - 9,"2,347",4 single beds,5.0,10
"Lodz, Poland",2023-10-03,Apartment in Lodz,Royal SuperiorApartment,288,288,Oct 11 - 16,"1,437",3 beds,4.64,135
"Lodz, Poland",2023-10-03,Hotel in Lodz,Silver Apartment - Apartament nr 4 - 28 m2,334,334,Oct 4 - 9,"1,669",2 beds,5.0,4
"Lodz, Poland",2023-10-03,Apartment in Lodz,Cozy apartment newly renovated in Lodz,185,205,Oct 12 - 19,"1,294",2 single beds,4.9,10
"Lodz, Poland",2023-10-03,Apartment in Lodz,Wolczanska Apartament,367,367,Oct 3 - 8,"1,831",1 bed,4.9,20
"Lodz, Poland",2023-10-03,Apartment in Lodz,Ilumino Kilinskiego Apartment,470,570,Oct 8 - 13,"2,347",3 beds,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,An inspiring place overlooking the city!,286,286,Oct 8 - 13,"1,426",2 beds,5.0,7
"Lodz, Poland",2023-10-03,Apartment in Lodz,Vip Center manual,362,362,Oct 8 - 13,"1,807",2 beds,4.79,14
"Lodz, Poland",2023-10-03,Apartment in Lodz,Golden Sands,354,354,Oct 8 - 13,"1,767",2 double beds,5.0,8
"Lodz, Poland",2023-10-03,Apartment in Lodz,Tenement Studio | near the Film School | Lodz,265,265,Oct 3 - 8,"1,325",2 beds,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,GoldenApart  Lodz Health/Zlotno,259,259,Oct 15 - 20,"1,291",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-03,Apartment in Lodz,Bauhaus apartment,157,157,Nov 5 - 10,785,1 double bed,4.78,123
"Lodz, Poland",2023-10-03,Apartment in Lodz,Modern&Cosy&Orientarium,434,434,Oct 3 - 8,"2,170",2 double beds,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,Double floor stylish designed apartment (A/C),218,218,Oct 8 - 13,"1,086",3 beds,4.95,87
"Lodz, Poland",2023-10-03,Apartment in Lodz,DarkHouse Versace Gold,153,173,Oct 8 - 13,763,1 bed,4.4,5
"Lodz, Poland",2023-10-03,Apartment in Lodz,LookAp Manu Park I Apartment,223,223,Oct 18 - 23,"1,111",2 beds,4.8,5
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartment with balcony 2 min. from Piotrkowska,276,308,Oct 4 - 9,"1,377",2 beds,4.77,70
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartament w samym sercu Lodzi 100m2+parking,479,479,Oct 8 - 13,"2,394",6 beds,4.76,127
"Lodz, Poland",2023-10-03,Condo in Lodz,Piotrkowska large apartment by the promenade,505,505,Oct 22 - 27,"2,523",9 beds,4.72,25
"Lodz, Poland",2023-10-03,Apartment in Lodz,M5 Apartments,398,398,Feb 12 - 17,"1,989",2 beds,5.0,10
"Lodz, Poland",2023-10-03,Room in Lodz,Grateful Lodgings,94,94,Nov 1 - 6,469,2 beds,5.0,8
"Lodz, Poland",2023-10-03,Apartment in Lodz,Drukarnia Apartments nr.4,175,195,Oct 8 - 13,874,1 bed,4.71,14
"Lodz, Poland",2023-10-03,Apartment in Lodz,Cozy studio -  Andrzeja Struga 46,137,137,Oct 8 - 13,681,2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-03,Loft in Lodz,"Centrum - apartament ,,No. 14""",398,398,Oct 4 - 9,"1,989",1 double bed,5.0,43
"Lodz, Poland",2023-10-03,Apartment in Lodz,Huge Art Gallery Apartment + free parking included,237,237,Oct 22 - 27,"1,185",5 beds,4.93,306
"Lodz, Poland",2023-10-03,Apartment in Lodz,Fuzja Point,305,305,Oct 3 - 8,"1,523",2 beds,5.0,5
"Lodz, Poland",2023-10-03,Apartment in Lodz,Time for You Apartments 1,282,282,Oct 8 - 13,"1,408",2 beds,4.74,47
"Lodz, Poland",2023-10-03,Apartment in Lodz,Petite Pause - apartament w centrum,336,336,Oct 3 - 8,"1,678",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartament Tuwima,308,308,Oct 7 - 12,"1,537",2 beds,5.0,9
"Lodz, Poland",2023-10-03,Apartment in Lodz,'Queen Size Bed Manufaktura Apart' w centrum Lodzi,307,307,Oct 8 - 13,"1,532",1 double bed,5.0,11
"Lodz, Poland",2023-10-03,Apartment in Lodz,Vintage Eclectic Mal's Apartment,341,341,Oct 8 - 13,"1,702",6 beds,4.58,12
"Lodz, Poland",2023-10-03,Apartment in Lodz,Comfortable apartment 2 min. from Piotrkowska,264,264,Oct 19 - 24,"1,320",2 beds,4.68,57
"Lodz, Poland",2023-10-03,Apartment in Lodz,Golda apartments 1,198,198,Oct 12 - 17,988,2 beds,4.61,46
"Lodz, Poland",2023-10-03,Apartment in Lodz,Exclusive Studio Piotrkowska | For 2 persons,273,273,Oct 15 - 20,"1,363",1 double bed,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,"Time for You Apartments 3, przy trasie WZ",282,282,Oct 7 - 12,"1,408",1 double bed,4.83,41
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartment with a garden,223,279,Oct 3 - 8,"1,113",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lodz, Poland",2023-10-03,Apartment in Lodz,Cosy Studio in University District/Free Parking,177,225,Oct 10 - 15,881,2 beds,4.47,53
"Lodz, Poland",2023-10-03,Apartment in Lodz,DeLux7 - Center Apartment ***,171,171,Oct 8 - 13,851,1 double bed,4.72,110
"Lodz, Poland",2023-10-03,Apartment in Lodz,GOLDA apartments 2C,197,197,Oct 4 - 9,983,2 beds,4.54,37
"Lodz, Poland",2023-10-03,Apartment in Lodz,Piotrkowska 44 Sofety,237,237,Oct 5 - 10,"1,182",1 bed,5.0,3
"Lodz, Poland",2023-10-03,Apartment in Lodz,Atmospheric apartment next to Factory Station,235,235,Dec 1 - 6,"1,174",2 beds,5.0,4
"Lodz, Poland",2023-10-03,Apartment in Lodz,Drukarnia Apartments nr. 8,255,255,Oct 8 - 13,"1,273",1 double bed,4.65,49
"Lodz, Poland",2023-10-03,Apartment in Lodz,An apartment at the Film School,318,367,Oct 3 - 8,"1,588",1 bed,4.88,8
"Lodz, Poland",2023-10-03,Apartment in Lodz,Nice studio for two at Piotrkowska 28,219,219,Oct 15 - 20,"1,095",1 double bed,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,72m2 Manufaktura Prestige Suite with Parking,373,373,Oct 4 - 9,"1,865",3 beds,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,DeLux2 studio w centrum,165,165,Oct 6 - 11,822,1 double bed,3.43,7
"Lodz, Poland",2023-10-03,Apartment in Lodz,"Apartament ""G312"" Lodz Jana Matejki 11",269,269,Oct 30 - Nov 4,"1,344",3 beds,5.0,21
"Lodz, Poland",2023-10-03,Apartment in Lodz,Comfortable & Spacious Lodz City Center Apartment,241,241,Oct 22 - 27,"1,203",2 double beds,4.88,178
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartamenty LookAp Diasfera I centrum orientarium,179,179,Oct 22 - 27,895,1 bed,4.67,6
"Lodz, Poland",2023-10-03,Apartment in Lodz,No24 Spacious serviced apartment + parking,357,433,Oct 3 - 10,"2,498",2 beds,5.0,5
"Lodz, Poland",2023-10-03,Condo in Lodz,Primo Apartments Tramwajowa 17B #,171,171,Oct 3 - 8,851,1 double bed,4.68,19
"Lodz, Poland",2023-10-03,Apartment in Lodz,Piotrkowska Green quiet spot,193,290,Oct 8 - 13,962,3 beds,4.67,3
"Lodz, Poland",2023-10-03,Guest suite in Lodz,BoatCityAparts Poznanska 20 apart 4,171,171,Oct 8 - 13,855,1 bed,4.58,12
"Lodz, Poland",2023-10-03,Apartment in Lodz,GOLDA apartments 10,189,189,Oct 8 - 13,941,2 beds,4.65,46
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartament z widokiem na park i Manufakture,241,241,Oct 7 - 12,"1,203",1 double bed,4.95,19
"Lodz, Poland",2023-10-03,Apartment in Lodz,Studio Narutowicza 38 | Polonia Palace | Lodz,319,319,Oct 3 - 8,"1,591",2 beds,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,Apartament Piotrkowska,486,486,Oct 3 - 8,"2,429",2 beds,4.8,5
"Lodz, Poland",2023-10-03,Condo in Lodz,Enchanting apartment in the heart of LODZ,115,115,Nov 21 - 26,574,2 beds,4.84,63
"Lodz, Poland",2023-10-03,Apartment in Lodz,Drukarnia Apartments 7,225,261,Oct 18 - 23,"1,121",1 double bed,4.7,20
"Lodz, Poland",2023-10-03,Apartment in Lodz,Studio Kosciuszki,167,167,Oct 8 - 13,833,1 sofa bed,4.73,15
"Lodz, Poland",2023-10-03,Apartment in Lodz,Baron Apartments,356,429,Oct 3 - 8,"1,779",2 beds,New,New
"Lodz, Poland",2023-10-03,Apartment in Lodz,A unique Godfather room in a private townhouse,255,327,Oct 3 - 8,"1,272",1 bed,4.8,10
